repository_language,created_at,created_at_formatted,active_repos,pushes,size
Common Lisp,1333238400000000,Apr 01,35,73,533294
Common Lisp,1333324800000000,Apr 02,26,55,647595
Common Lisp,1333411200000000,Apr 03,33,71,413420
Common Lisp,1333497600000000,Apr 04,31,44,146311
Common Lisp,1333584000000000,Apr 05,31,53,72815
Common Lisp,1333670400000000,Apr 06,18,34,33540
Common Lisp,1333756800000000,Apr 07,22,41,56214
Common Lisp,1333843200000000,Apr 08,31,51,637134
Common Lisp,1333929600000000,Apr 09,29,51,48766
Common Lisp,1334016000000000,Apr 10,42,68,575010
Common Lisp,1334102400000000,Apr 11,40,72,463369
Common Lisp,1334188800000000,Apr 12,36,57,143932
Common Lisp,1334275200000000,Apr 13,31,66,774598
Common Lisp,1334361600000000,Apr 14,27,53,100797
Common Lisp,1334448000000000,Apr 15,23,47,147668
Common Lisp,1334534400000000,Apr 16,33,70,198248
Common Lisp,1334620800000000,Apr 17,35,58,127678
Common Lisp,1334707200000000,Apr 18,26,84,263516
Common Lisp,1334793600000000,Apr 19,39,63,97452
Common Lisp,1334880000000000,Apr 20,41,59,559212
Common Lisp,1334966400000000,Apr 21,39,91,105271
Common Lisp,1335052800000000,Apr 22,39,60,345894
Common Lisp,1335139200000000,Apr 23,33,60,334582
Common Lisp,1335225600000000,Apr 24,33,59,63916
Common Lisp,1335312000000000,Apr 25,34,57,86129
Common Lisp,1335398400000000,Apr 26,38,63,581359
Common Lisp,1335484800000000,Apr 27,43,74,615893
Common Lisp,1335571200000000,Apr 28,18,30,556956
Common Lisp,1335657600000000,Apr 29,21,36,526622
Common Lisp,1335744000000000,Apr 30,19,37,651800
Common Lisp,1335830400000000,May 01,32,60,83262
Common Lisp,1335916800000000,May 02,34,74,642318
Common Lisp,1336003200000000,May 03,32,75,704230
Common Lisp,1336089600000000,May 04,28,59,363344
Common Lisp,1336176000000000,May 05,26,38,87500
Common Lisp,1336262400000000,May 06,34,102,1017615
Common Lisp,1336348800000000,May 07,33,71,697916
Common Lisp,1336435200000000,May 08,43,88,662825
Common Lisp,1336521600000000,May 09,21,37,389068
Common Lisp,1336608000000000,May 10,35,66,69437
Common Lisp,1336694400000000,May 11,29,76,432584
Common Lisp,1336780800000000,May 12,24,55,574660
Common Lisp,1336867200000000,May 13,18,39,66448
Common Lisp,1336953600000000,May 14,32,44,243263
Common Lisp,1337040000000000,May 15,31,44,129992
Common Lisp,1337126400000000,May 16,24,42,35961
Common Lisp,1337212800000000,May 17,33,49,203422
Common Lisp,1337299200000000,May 18,9,14,3144
Coq,1331424000000000,Mar 11,2,2,380
Coq,1331510400000000,Mar 12,5,11,1290444
Coq,1331596800000000,Mar 13,1,1,284
Coq,1331683200000000,Mar 14,2,7,49924
Coq,1331769600000000,Mar 15,2,7,3140
Coq,1331856000000000,Mar 16,5,7,1356
Coq,1331942400000000,Mar 17,2,4,1124
Coq,1332028800000000,Mar 18,3,9,2400
Coq,1332115200000000,Mar 19,3,6,1796
Coq,1332201600000000,Mar 20,5,12,4556
Coq,1332288000000000,Mar 21,5,12,423060
Coq,1332374400000000,Mar 22,3,6,10792
Coq,1332460800000000,Mar 23,5,13,6076
Coq,1332547200000000,Mar 24,2,6,972
Coq,1332633600000000,Mar 25,3,4,808
Coq,1332720000000000,Mar 26,4,5,6964
Coq,1332806400000000,Mar 27,4,6,1812
Coq,1332892800000000,Mar 28,6,7,10904
Coq,1332979200000000,Mar 29,4,4,536
Coq,1333065600000000,Mar 30,4,10,1243228
Coq,1333152000000000,Mar 31,1,1,308
Coq,1333238400000000,Apr 01,2,4,2520
Coq,1333324800000000,Apr 02,4,6,14436
Coq,1333411200000000,Apr 03,6,8,10256
Coq,1333497600000000,Apr 04,3,6,3168
Coq,1333584000000000,Apr 05,1,1,144
Coq,1333670400000000,Apr 06,2,2,412
Coq,1333756800000000,Apr 07,1,4,800
Coq,1333929600000000,Apr 09,1,1,1268
Coq,1334016000000000,Apr 10,1,1,444
Coq,1334102400000000,Apr 11,2,4,1108
Coq,1334188800000000,Apr 12,2,3,4888
Coq,1334275200000000,Apr 13,3,4,1400
Coq,1334361600000000,Apr 14,2,4,544
Coq,1334448000000000,Apr 15,1,6,856
Coq,1334534400000000,Apr 16,4,7,3808
Coq,1334620800000000,Apr 17,3,3,516
Coq,1334707200000000,Apr 18,4,10,3684
Coq,1334793600000000,Apr 19,4,8,2076
Coq,1334880000000000,Apr 20,3,25,5476
Coq,1334966400000000,Apr 21,2,4,684
Coq,1335052800000000,Apr 22,1,2,348
Coq,1335139200000000,Apr 23,7,20,18536
Coq,1335225600000000,Apr 24,5,21,28894
Coq,1335312000000000,Apr 25,5,10,2232
Coq,1335398400000000,Apr 26,6,10,332348
Coq,1335484800000000,Apr 27,7,17,37364
Coq,1335571200000000,Apr 28,2,3,1076
Coq,1335657600000000,Apr 29,1,1,228
Coq,1335744000000000,Apr 30,4,15,4160
Coq,1335830400000000,May 01,4,9,2236
Coq,1335916800000000,May 02,4,22,7352
Coq,1336003200000000,May 03,4,13,3668
Coq,1336089600000000,May 04,3,3,900
Coq,1336176000000000,May 05,1,1,556
Coq,1336262400000000,May 06,1,2,1112
Coq,1336348800000000,May 07,1,3,464
Coq,1336435200000000,May 08,2,6,3040
Coq,1336521600000000,May 09,4,9,36240
Coq,1336608000000000,May 10,3,9,3988
Coq,1336694400000000,May 11,4,12,5628
Coq,1336780800000000,May 12,2,2,732
Coq,1336867200000000,May 13,3,3,1256
Coq,1336953600000000,May 14,1,1,152
Coq,1337040000000000,May 15,2,4,20372
Coq,1337126400000000,May 16,3,5,569328
Coq,1337212800000000,May 17,3,4,6480
D,1331424000000000,Mar 11,24,80,857074
D,1331510400000000,Mar 12,32,69,142524
D,1331596800000000,Mar 13,29,66,2248160
D,1331683200000000,Mar 14,21,46,3302312
D,1331769600000000,Mar 15,24,57,767527
D,1331856000000000,Mar 16,21,78,3348480
D,1331942400000000,Mar 17,22,68,629662
D,1332028800000000,Mar 18,23,77,1401516
D,1332115200000000,Mar 19,27,71,3299156
D,1332201600000000,Mar 20,29,72,7596464
D,1332288000000000,Mar 21,29,91,2014172
D,1332374400000000,Mar 22,25,57,428245
D,1332460800000000,Mar 23,32,70,2125313
D,1332547200000000,Mar 24,24,70,921133
D,1332633600000000,Mar 25,29,73,948768
D,1332720000000000,Mar 26,25,50,544512
D,1332806400000000,Mar 27,18,43,1110972
D,1332892800000000,Mar 28,26,74,1750752
D,1332979200000000,Mar 29,26,66,223102
D,1333065600000000,Mar 30,15,74,310855
D,1333152000000000,Mar 31,19,42,70160
D,1333238400000000,Apr 01,24,61,266459
D,1333324800000000,Apr 02,35,78,5681496
D,1333411200000000,Apr 03,23,52,4389490
D,1333497600000000,Apr 04,29,55,1262107
D,1333584000000000,Apr 05,28,48,193436
D,1333670400000000,Apr 06,27,54,73194
D,1333756800000000,Apr 07,35,92,646878
D,1333843200000000,Apr 08,37,93,2016915
D,1333929600000000,Apr 09,36,101,387388
D,1334016000000000,Apr 10,23,55,159486
D,1334102400000000,Apr 11,33,77,1017544
D,1334188800000000,Apr 12,33,75,2752223
D,1334275200000000,Apr 13,28,84,361847
D,1334361600000000,Apr 14,29,67,1047670
D,1334448000000000,Apr 15,28,72,897820
D,1334534400000000,Apr 16,30,97,1501137
D,1334620800000000,Apr 17,29,90,376542
D,1334707200000000,Apr 18,29,75,788036
D,1334793600000000,Apr 19,32,70,1063657
D,1334880000000000,Apr 20,24,44,470497
D,1334966400000000,Apr 21,36,97,193353
D,1335052800000000,Apr 22,46,127,1524395
D,1335139200000000,Apr 23,36,94,499073
D,1335225600000000,Apr 24,21,46,158901
D,1335312000000000,Apr 25,30,69,604180
D,1335398400000000,Apr 26,26,66,167564
D,1335484800000000,Apr 27,32,66,618334
D,1335571200000000,Apr 28,31,72,448163
D,1335657600000000,Apr 29,25,52,151727
D,1335744000000000,Apr 30,17,34,363895
D,1335830400000000,May 01,28,57,38717
D,1335916800000000,May 02,33,91,618514
D,1336003200000000,May 03,24,57,59665
D,1336089600000000,May 04,31,76,578631
D,1336176000000000,May 05,27,90,1690286
D,1336262400000000,May 06,19,50,304471
D,1336348800000000,May 07,30,72,791539
D,1336435200000000,May 08,35,76,714293
D,1336521600000000,May 09,32,60,962617
D,1336608000000000,May 10,27,64,471273
D,1336694400000000,May 11,33,89,259489
D,1336780800000000,May 12,28,103,745144
D,1336867200000000,May 13,36,115,387244
D,1336953600000000,May 14,37,95,405239
D,1337040000000000,May 15,35,106,903808
D,1337126400000000,May 16,31,70,717737
D,1337212800000000,May 17,39,99,639454
D,1337299200000000,May 18,3,4,84132
DCPU-16 ASM,1334016000000000,Apr 10,8,28,4640
DCPU-16 ASM,1334102400000000,Apr 11,6,32,5862
DCPU-16 ASM,1334188800000000,Apr 12,9,22,4402
DCPU-16 ASM,1334275200000000,Apr 13,6,13,1894
DCPU-16 ASM,1334361600000000,Apr 14,9,17,2964
DCPU-16 ASM,1334448000000000,Apr 15,7,18,3176
DCPU-16 ASM,1334534400000000,Apr 16,6,23,4572
DCPU-16 ASM,1334620800000000,Apr 17,7,28,5081
DCPU-16 ASM,1334707200000000,Apr 18,6,16,2716
DCPU-16 ASM,1334793600000000,Apr 19,8,15,4026
DCPU-16 ASM,1334880000000000,Apr 20,8,21,4124
DCPU-16 ASM,1334966400000000,Apr 21,4,8,1963
DCPU-16 ASM,1335052800000000,Apr 22,7,29,5856
DCPU-16 ASM,1335139200000000,Apr 23,9,56,10565
DCPU-16 ASM,1335225600000000,Apr 24,6,22,4360
DCPU-16 ASM,1335312000000000,Apr 25,2,12,3248
DCPU-16 ASM,1335398400000000,Apr 26,4,30,14272
DCPU-16 ASM,1335484800000000,Apr 27,8,33,12100
DCPU-16 ASM,1335571200000000,Apr 28,4,17,3984
DCPU-16 ASM,1335657600000000,Apr 29,5,11,2532
DCPU-16 ASM,1335744000000000,Apr 30,5,23,8156
DCPU-16 ASM,1335830400000000,May 01,6,17,5184
DCPU-16 ASM,1335916800000000,May 02,6,10,8807
DCPU-16 ASM,1336003200000000,May 03,6,28,21606
DCPU-16 ASM,1336089600000000,May 04,4,10,2168
DCPU-16 ASM,1336176000000000,May 05,3,9,27800
DCPU-16 ASM,1336262400000000,May 06,2,7,1424
DCPU-16 ASM,1336348800000000,May 07,4,14,2956
DCPU-16 ASM,1336435200000000,May 08,6,7,1928
DCPU-16 ASM,1336521600000000,May 09,3,11,5540
DCPU-16 ASM,1336608000000000,May 10,1,5,3464
DCPU-16 ASM,1336694400000000,May 11,2,5,2668
DCPU-16 ASM,1336780800000000,May 12,5,14,8664
DCPU-16 ASM,1336867200000000,May 13,1,2,256
DCPU-16 ASM,1336953600000000,May 14,2,10,1584
DCPU-16 ASM,1337040000000000,May 15,3,4,1052
DCPU-16 ASM,1337126400000000,May 16,3,4,2184
DCPU-16 ASM,1337212800000000,May 17,2,5,872
DCPU-16 Assembly,1333929600000000,Apr 09,2,2,252
Dart,1334793600000000,Apr 19,3,7,1456
Dart,1334880000000000,Apr 20,4,18,3136
Dart,1334966400000000,Apr 21,8,31,9804
Dart,1335052800000000,Apr 22,10,60,13592
Dart,1335139200000000,Apr 23,10,32,8484
Dart,1335225600000000,Apr 24,10,19,39854
Dart,1335312000000000,Apr 25,11,29,8784
Dart,1335398400000000,Apr 26,4,10,5648
Dart,1335484800000000,Apr 27,12,39,74352
Dart,1335571200000000,Apr 28,20,271,2024192
Dart,1335657600000000,Apr 29,11,136,2048892
Dart,1335744000000000,Apr 30,4,14,34740
Dart,1335830400000000,May 01,5,7,1400
Dart,1335916800000000,May 02,6,13,3280
Dart,1336003200000000,May 03,5,7,2408
Dart,1336089600000000,May 04,9,17,6508
Dart,1336176000000000,May 05,10,49,13212
Dart,1336262400000000,May 06,6,49,32988
Dart,1336348800000000,May 07,6,11,54318
Dart,1336435200000000,May 08,6,12,1812
Dart,1336521600000000,May 09,10,27,37036
Dart,1336608000000000,May 10,6,10,33868
Dart,1336694400000000,May 11,9,48,9220
Dart,1336780800000000,May 12,22,195,55880
Dart,1336867200000000,May 13,6,7,1740
Dart,1336953600000000,May 14,10,21,8644
Dart,1337040000000000,May 15,9,19,5660
Dart,1337126400000000,May 16,7,17,5048
Dart,1337212800000000,May 17,11,23,9440
Dart,1337299200000000,May 18,2,7,2784
Delphi,1331424000000000,Mar 11,8,27,22425
Delphi,1331510400000000,Mar 12,15,53,210617
Delphi,1331596800000000,Mar 13,18,87,287929
Delphi,1331683200000000,Mar 14,16,85,552444
Delphi,1331769600000000,Mar 15,13,54,245502
Delphi,1331856000000000,Mar 16,15,63,275670
Delphi,1331942400000000,Mar 17,10,59,415550
Delphi,1332028800000000,Mar 18,9,32,31752
Delphi,1332115200000000,Mar 19,14,37,75281
Delphi,1332201600000000,Mar 20,11,42,50936
Delphi,1332288000000000,Mar 21,14,86,158669
Delphi,1332374400000000,Mar 22,20,84,141836
Delphi,1332460800000000,Mar 23,20,65,347118
Delphi,1332547200000000,Mar 24,16,50,289635
Delphi,1332633600000000,Mar 25,13,51,186076
Delphi,1332720000000000,Mar 26,18,57,493774
Delphi,1332806400000000,Mar 27,17,39,344366
Delphi,1332892800000000,Mar 28,24,71,681636
Delphi,1332979200000000,Mar 29,19,49,243182
Delphi,1333065600000000,Mar 30,16,75,71975
Delphi,1333152000000000,Mar 31,14,39,54782
Delphi,1333238400000000,Apr 01,14,38,46165
Delphi,1333324800000000,Apr 02,20,64,105283
Delphi,1333411200000000,Apr 03,16,66,59572
Delphi,1333497600000000,Apr 04,17,45,253298
Delphi,1333584000000000,Apr 05,24,50,42579
Delphi,1333670400000000,Apr 06,17,63,85616
Delphi,1333756800000000,Apr 07,11,31,19515
Delphi,1333843200000000,Apr 08,14,25,90391
Delphi,1333929600000000,Apr 09,17,41,77058
Delphi,1334016000000000,Apr 10,21,47,276510
Delphi,1334102400000000,Apr 11,18,56,106672
Delphi,1334188800000000,Apr 12,13,26,36398
Delphi,1334275200000000,Apr 13,17,42,73000
Delphi,1334361600000000,Apr 14,17,50,70823
Delphi,1334448000000000,Apr 15,17,54,92859
Delphi,1334534400000000,Apr 16,16,52,96693
Delphi,1334620800000000,Apr 17,19,53,346690
Delphi,1334707200000000,Apr 18,23,52,980391
Delphi,1334793600000000,Apr 19,14,38,85469
Delphi,1334880000000000,Apr 20,16,44,50305
Delphi,1334966400000000,Apr 21,10,24,40349
Delphi,1335052800000000,Apr 22,15,37,48842
Delphi,1335139200000000,Apr 23,17,32,49505
Delphi,1335225600000000,Apr 24,25,80,539468
Delphi,1335312000000000,Apr 25,25,59,80594
Delphi,1335398400000000,Apr 26,16,48,96553
Delphi,1335484800000000,Apr 27,20,54,258830
Delphi,1335571200000000,Apr 28,12,56,68704
Delphi,1335657600000000,Apr 29,12,38,38207
Delphi,1335744000000000,Apr 30,14,39,195873
Delphi,1335830400000000,May 01,16,60,117457
Delphi,1335916800000000,May 02,19,45,91456
Delphi,1336003200000000,May 03,19,52,118645
Delphi,1336089600000000,May 04,17,27,149846
Delphi,1336176000000000,May 05,16,48,198164
Delphi,1336262400000000,May 06,9,23,42546
Delphi,1336348800000000,May 07,18,46,270393
Delphi,1336435200000000,May 08,15,35,116448
Delphi,1336521600000000,May 09,19,55,128683
Delphi,1336608000000000,May 10,19,56,88026
Delphi,1336694400000000,May 11,21,47,117194
Delphi,1336780800000000,May 12,13,34,123400
Delphi,1336867200000000,May 13,20,52,128730
Delphi,1336953600000000,May 14,19,66,469788
Delphi,1337040000000000,May 15,14,38,48425
Delphi,1337126400000000,May 16,16,34,69762
Delphi,1337212800000000,May 17,18,38,135389
Delphi,1337299200000000,May 18,2,4,2656
Dylan,1331424000000000,Mar 11,1,1,116
Dylan,1331596800000000,Mar 13,1,2,17328
Dylan,1331683200000000,Mar 14,2,3,1092
Dylan,1331769600000000,Mar 15,1,2,344
Dylan,1331856000000000,Mar 16,1,2,1448
Dylan,1331942400000000,Mar 17,2,2,792
Dylan,1332028800000000,Mar 18,1,1,672
Dylan,1332288000000000,Mar 21,3,17,4596
Dylan,1333238400000000,Apr 01,1,1,680
Dylan,1333324800000000,Apr 02,1,5,3400
Dylan,1333411200000000,Apr 03,1,2,1360
Dylan,1333497600000000,Apr 04,1,2,1384
Dylan,1333670400000000,Apr 06,2,2,816
Dylan,1333843200000000,Apr 08,2,8,2724
Dylan,1333929600000000,Apr 09,2,2,824
Dylan,1334275200000000,Apr 13,1,2,272
Dylan,1334361600000000,Apr 14,2,6,9152
Dylan,1334448000000000,Apr 15,1,2,4648
Dylan,1334620800000000,Apr 17,1,2,944
Dylan,1334793600000000,Apr 19,4,5,12632
Dylan,1334966400000000,Apr 21,1,1,2372
Dylan,1335052800000000,Apr 22,3,4,5720
Dylan,1335139200000000,Apr 23,1,2,920
Dylan,1335312000000000,Apr 25,1,1,752
Dylan,1335398400000000,Apr 26,1,1,192
Dylan,1335484800000000,Apr 27,1,1,776
Dylan,1335571200000000,Apr 28,2,4,5404
Dylan,1335657600000000,Apr 29,7,18,13084
Dylan,1335744000000000,Apr 30,1,2,240
Dylan,1336176000000000,May 05,1,2,296
Dylan,1336262400000000,May 06,1,3,436
Dylan,1336608000000000,May 10,1,4,528
Dylan,1336694400000000,May 11,1,2,240
Dylan,1336780800000000,May 12,2,3,392
Dylan,1336953600000000,May 14,1,1,8728
Dylan,1337126400000000,May 16,3,5,668
Dylan,1337212800000000,May 17,2,2,260
Dylan,1337299200000000,May 18,1,4,464
Eiffel,1331424000000000,Mar 11,3,5,628
Eiffel,1331510400000000,Mar 12,4,23,7120
Eiffel,1331596800000000,Mar 13,3,9,2424
Eiffel,1331683200000000,Mar 14,4,6,25628
Eiffel,1331769600000000,Mar 15,3,3,8664
Eiffel,1331856000000000,Mar 16,4,25,6104
Eiffel,1331942400000000,Mar 17,4,10,18096
Eiffel,1332028800000000,Mar 18,2,4,496
Eiffel,1332115200000000,Mar 19,3,14,5768
Eiffel,1332201600000000,Mar 20,4,19,22824
Eiffel,1332288000000000,Mar 21,5,31,44456
Eiffel,1332374400000000,Mar 22,5,28,9216
Eiffel,1332460800000000,Mar 23,7,23,32412
Eiffel,1332547200000000,Mar 24,1,4,600
Eiffel,1332633600000000,Mar 25,1,2,304
Eiffel,1332720000000000,Mar 26,2,2,296
Eiffel,1332806400000000,Mar 27,2,5,2240
Eiffel,1332892800000000,Mar 28,4,7,2916
Eiffel,1332979200000000,Mar 29,2,15,5864
Eiffel,1333065600000000,Mar 30,3,10,17880
Eiffel,1333152000000000,Mar 31,1,1,148
Eiffel,1333238400000000,Apr 01,1,1,160
Eiffel,1333324800000000,Apr 02,5,17,6200
Eiffel,1333411200000000,Apr 03,4,9,2060
Eiffel,1333497600000000,Apr 04,4,10,3020
Eiffel,1333584000000000,Apr 05,7,25,6916
Eiffel,1333670400000000,Apr 06,5,15,8064
Eiffel,1333756800000000,Apr 07,2,6,1428
Eiffel,1333929600000000,Apr 09,4,5,9416
Eiffel,1334016000000000,Apr 10,4,5,3924
Eiffel,1334102400000000,Apr 11,3,18,10880
Eiffel,1334188800000000,Apr 12,6,18,6584
Eiffel,1334275200000000,Apr 13,5,15,4292
Eiffel,1334361600000000,Apr 14,2,2,9552
Eiffel,1334448000000000,Apr 15,1,3,3156
Eiffel,1334534400000000,Apr 16,1,4,4656
Eiffel,1334620800000000,Apr 17,1,4,4940
Eiffel,1334707200000000,Apr 18,1,3,3948
Eiffel,1334793600000000,Apr 19,2,4,18664
Eiffel,1334880000000000,Apr 20,3,6,4996
Eiffel,1334966400000000,Apr 21,1,1,1444
Eiffel,1335052800000000,Apr 22,2,2,2436
Eiffel,1335139200000000,Apr 23,2,3,3456
Eiffel,1335225600000000,Apr 24,3,3,22592
Eiffel,1335312000000000,Apr 25,1,4,4048
Eiffel,1335398400000000,Apr 26,3,3,5248
Eiffel,1335484800000000,Apr 27,2,4,2020
Eiffel,1335571200000000,Apr 28,1,1,156
Eiffel,1335657600000000,Apr 29,1,1,1048
Eiffel,1335744000000000,Apr 30,3,5,3148
Eiffel,1335830400000000,May 01,3,6,20262
Eiffel,1335916800000000,May 02,4,11,4664
Eiffel,1336003200000000,May 03,2,8,2576
Eiffel,1336089600000000,May 04,3,11,3072
Eiffel,1336262400000000,May 06,1,3,816
Eiffel,1336348800000000,May 07,3,3,1520
Eiffel,1336435200000000,May 08,1,1,1788
Eiffel,1336521600000000,May 09,2,3,3856
Eiffel,1336608000000000,May 10,2,4,26983
Eiffel,1336694400000000,May 11,6,15,51431
Eiffel,1336780800000000,May 12,2,6,9192
Eiffel,1336953600000000,May 14,4,14,40884
Eiffel,1337040000000000,May 15,6,24,58424
Eiffel,1337126400000000,May 16,4,5,10549
Eiffel,1337212800000000,May 17,1,1,128
Elixir,1331424000000000,Mar 11,1,1,128
Elixir,1331510400000000,Mar 12,2,5,2164
Elixir,1331596800000000,Mar 13,2,3,1040
Elixir,1331683200000000,Mar 14,3,10,3332
Elixir,1331769600000000,Mar 15,3,3,1036
Elixir,1331856000000000,Mar 16,4,7,3964
Elixir,1331942400000000,Mar 17,1,2,544
Elixir,1332028800000000,Mar 18,1,1,204
Elixir,1332115200000000,Mar 19,4,15,66652
Elixir,1332201600000000,Mar 20,2,7,1824
Elixir,1332288000000000,Mar 21,2,3,500
Elixir,1332374400000000,Mar 22,2,3,848
Elixir,1332460800000000,Mar 23,2,6,2372
Elixir,1332547200000000,Mar 24,3,10,2848
Elixir,1332633600000000,Mar 25,4,14,4556
Elixir,1332720000000000,Mar 26,2,16,8204
Elixir,1332806400000000,Mar 27,3,12,4024
Elixir,1332892800000000,Mar 28,4,16,3932
Elixir,1332979200000000,Mar 29,4,16,3460
Elixir,1333065600000000,Mar 30,2,13,4200
Elixir,1333152000000000,Mar 31,3,6,54720
Elixir,1333238400000000,Apr 01,3,13,3188
Elixir,1333324800000000,Apr 02,3,31,9908
Elixir,1333411200000000,Apr 03,7,15,5868
Elixir,1333497600000000,Apr 04,4,18,35456
Elixir,1333584000000000,Apr 05,3,17,5152
Elixir,1333670400000000,Apr 06,3,7,2392
Elixir,1333756800000000,Apr 07,1,1,360
Elixir,1333929600000000,Apr 09,3,6,908
Elixir,1334016000000000,Apr 10,4,11,4700
Elixir,1334102400000000,Apr 11,5,17,531404
Elixir,1334188800000000,Apr 12,5,8,1516
Elixir,1334275200000000,Apr 13,4,22,5232
Elixir,1334361600000000,Apr 14,2,4,28858
Elixir,1334448000000000,Apr 15,2,5,1028
Elixir,1334534400000000,Apr 16,4,4,27886
Elixir,1334620800000000,Apr 17,5,8,28746
Elixir,1334707200000000,Apr 18,4,11,2432
Elixir,1334793600000000,Apr 19,4,6,952
Elixir,1334880000000000,Apr 20,3,4,1288
Elixir,1334966400000000,Apr 21,5,11,57268
Elixir,1335052800000000,Apr 22,4,10,58040
Elixir,1335139200000000,Apr 23,3,4,1940
Elixir,1335225600000000,Apr 24,3,6,3316
Elixir,1335312000000000,Apr 25,3,15,11644
Elixir,1335398400000000,Apr 26,5,20,130800
Elixir,1335484800000000,Apr 27,2,6,3076
Elixir,1335571200000000,Apr 28,1,3,1220
Elixir,1335657600000000,Apr 29,2,6,1844
Elixir,1335744000000000,Apr 30,4,13,2944
Elixir,1335830400000000,May 01,2,3,1296
Elixir,1335916800000000,May 02,4,14,3452
Elixir,1336003200000000,May 03,4,7,1620
Elixir,1336089600000000,May 04,3,13,3732
Elixir,1336176000000000,May 05,4,20,4996
Elixir,1336262400000000,May 06,3,8,3156
Elixir,1336348800000000,May 07,3,13,5748
Elixir,1336435200000000,May 08,3,28,9512
Elixir,1336521600000000,May 09,2,5,1712
Elixir,1336608000000000,May 10,2,5,952
Elixir,1336694400000000,May 11,4,5,1252
Elixir,1336780800000000,May 12,2,5,1532
Elixir,1336867200000000,May 13,1,7,3388
Elixir,1337040000000000,May 15,2,2,308
Elixir,1337126400000000,May 16,1,6,864
Elixir,1337212800000000,May 17,1,2,240
Emacs Lisp,1331424000000000,Mar 11,87,215,988340
Emacs Lisp,1331510400000000,Mar 12,108,305,1702488
Emacs Lisp,1331596800000000,Mar 13,95,308,3512208
Emacs Lisp,1331683200000000,Mar 14,113,307,2461219
Emacs Lisp,1331769600000000,Mar 15,112,322,1235595
Emacs Lisp,1331856000000000,Mar 16,103,298,4176184
Emacs Lisp,1331942400000000,Mar 17,108,312,1579634
Emacs Lisp,1332028800000000,Mar 18,103,345,1211150
Emacs Lisp,1332115200000000,Mar 19,121,352,2767368
Emacs Lisp,1332201600000000,Mar 20,121,360,1359700
Emacs Lisp,1332288000000000,Mar 21,118,416,1570168
Emacs Lisp,1332374400000000,Mar 22,129,413,2275992
Emacs Lisp,1332460800000000,Mar 23,116,321,1637334
Emacs Lisp,1332547200000000,Mar 24,87,270,1531032
Emacs Lisp,1332633600000000,Mar 25,87,245,1073490
Emacs Lisp,1332720000000000,Mar 26,121,343,1569164
Emacs Lisp,1332806400000000,Mar 27,104,350,1099636
Emacs Lisp,1332892800000000,Mar 28,95,330,2338524
Emacs Lisp,1332979200000000,Mar 29,89,294,2499035
Emacs Lisp,1333065600000000,Mar 30,92,297,1384640
Emacs Lisp,1333152000000000,Mar 31,77,223,1564228
Emacs Lisp,1333238400000000,Apr 01,117,269,1988828
Emacs Lisp,1333324800000000,Apr 02,91,295,1089800
Emacs Lisp,1333411200000000,Apr 03,115,369,1408063
Emacs Lisp,1333497600000000,Apr 04,126,362,1827348
Emacs Lisp,1333584000000000,Apr 05,101,371,1109896
Emacs Lisp,1333670400000000,Apr 06,103,429,2995852
Emacs Lisp,1333756800000000,Apr 07,97,324,1397152
Emacs Lisp,1333843200000000,Apr 08,103,326,1523336
Emacs Lisp,1333929600000000,Apr 09,123,393,1918348
Emacs Lisp,1334016000000000,Apr 10,144,407,4386542
Emacs Lisp,1334102400000000,Apr 11,104,333,1656270
Emacs Lisp,1334188800000000,Apr 12,115,363,1980884
Emacs Lisp,1334275200000000,Apr 13,111,363,1092690
Emacs Lisp,1334361600000000,Apr 14,82,220,803514
Emacs Lisp,1334448000000000,Apr 15,93,247,1862891
Emacs Lisp,1334534400000000,Apr 16,127,339,2877010
Emacs Lisp,1334620800000000,Apr 17,105,332,1568352
Emacs Lisp,1334707200000000,Apr 18,116,363,1595800
Emacs Lisp,1334793600000000,Apr 19,115,333,2284379
Emacs Lisp,1334880000000000,Apr 20,104,315,1080326
Emacs Lisp,1334966400000000,Apr 21,93,264,4453878
Emacs Lisp,1335052800000000,Apr 22,100,305,6623802
Emacs Lisp,1335139200000000,Apr 23,108,348,1737352
Emacs Lisp,1335225600000000,Apr 24,106,333,1085224
Emacs Lisp,1335312000000000,Apr 25,102,318,2159064
Emacs Lisp,1335398400000000,Apr 26,91,273,2191280
Emacs Lisp,1335484800000000,Apr 27,99,297,1477752
Emacs Lisp,1335571200000000,Apr 28,94,249,2331080
Emacs Lisp,1335657600000000,Apr 29,91,267,709680
Emacs Lisp,1335744000000000,Apr 30,98,309,958796
Emacs Lisp,1335830400000000,May 01,111,364,2497747
Emacs Lisp,1335916800000000,May 02,123,355,1269815
Emacs Lisp,1336003200000000,May 03,109,360,2400564
Emacs Lisp,1336089600000000,May 04,112,380,2062561
Emacs Lisp,1336176000000000,May 05,78,222,841476
Emacs Lisp,1336262400000000,May 06,94,253,889156
Emacs Lisp,1336348800000000,May 07,137,388,2521694
Emacs Lisp,1336435200000000,May 08,100,270,1227718
Emacs Lisp,1336521600000000,May 09,110,301,1275012
Emacs Lisp,1336608000000000,May 10,85,267,1124824
Emacs Lisp,1336694400000000,May 11,115,284,915536
Emacs Lisp,1336780800000000,May 12,66,203,978376
Emacs Lisp,1336867200000000,May 13,75,206,1416605
Emacs Lisp,1336953600000000,May 14,117,326,1779673
