repository_language,created_at,created_at_formatted,active_repos,pushes,size
JavaScript,1333843200000000,Apr 08,2007,6488,40277762
JavaScript,1333929600000000,Apr 09,2944,8982,50684746
JavaScript,1334016000000000,Apr 10,3271,9716,76009701
JavaScript,1334102400000000,Apr 11,3280,10019,120858383
JavaScript,1334188800000000,Apr 12,3194,9370,59533932
JavaScript,1334275200000000,Apr 13,3117,8986,55999960
JavaScript,1334361600000000,Apr 14,2107,6705,47893921
JavaScript,1334448000000000,Apr 15,2304,7564,50307286
JavaScript,1334534400000000,Apr 16,3534,10213,74126549
JavaScript,1334620800000000,Apr 17,3417,10055,91185350
JavaScript,1334707200000000,Apr 18,3364,10108,73618875
JavaScript,1334793600000000,Apr 19,3389,10235,74974004
JavaScript,1334880000000000,Apr 20,3224,9437,93414337
JavaScript,1334966400000000,Apr 21,2303,6753,54629581
JavaScript,1335052800000000,Apr 22,2390,8007,57990397
JavaScript,1335139200000000,Apr 23,3313,10250,75662818
JavaScript,1335225600000000,Apr 24,3566,10827,94008429
JavaScript,1335312000000000,Apr 25,3266,10284,89323870
JavaScript,1335398400000000,Apr 26,3541,10488,84563394
JavaScript,1335484800000000,Apr 27,3170,9490,82597000
JavaScript,1335571200000000,Apr 28,2308,7531,47338188
JavaScript,1335657600000000,Apr 29,2432,7880,56929409
JavaScript,1335744000000000,Apr 30,3045,8977,80709174
JavaScript,1335830400000000,May 01,3239,10079,59739016
JavaScript,1335916800000000,May 02,3540,10794,77812398
JavaScript,1336003200000000,May 03,3396,10258,75644089
JavaScript,1336089600000000,May 04,3366,9779,94630108
JavaScript,1336176000000000,May 05,2357,6839,36340117
JavaScript,1336262400000000,May 06,2446,7078,34799746
JavaScript,1336348800000000,May 07,3326,10284,64602983
JavaScript,1336435200000000,May 08,3298,9592,84477680
JavaScript,1336521600000000,May 09,3316,10505,82362973
JavaScript,1336608000000000,May 10,3503,10921,91090444
JavaScript,1336694400000000,May 11,3187,9719,70696099
JavaScript,1336780800000000,May 12,2090,6441,36251649
JavaScript,1336867200000000,May 13,2191,6500,39800815
JavaScript,1336953600000000,May 14,3394,10471,68254976
JavaScript,1337040000000000,May 15,3387,10439,62691006
JavaScript,1337126400000000,May 16,3459,10211,61361202
JavaScript,1337212800000000,May 17,3261,10333,80488083
JavaScript,1337299200000000,May 18,597,1268,6256890
Julia,1334016000000000,Apr 10,4,5,856
Julia,1334102400000000,Apr 11,3,4,1020
Julia,1334188800000000,Apr 12,1,1,312
Julia,1334275200000000,Apr 13,1,2,656
Julia,1334361600000000,Apr 14,5,20,4148
Julia,1334448000000000,Apr 15,2,4,1408
Julia,1334534400000000,Apr 16,1,2,888
Julia,1334620800000000,Apr 17,1,3,540
Julia,1334707200000000,Apr 18,1,1,456
Julia,1334793600000000,Apr 19,4,5,1440
Julia,1334880000000000,Apr 20,1,1,480
Julia,1334966400000000,Apr 21,1,1,104
Julia,1335052800000000,Apr 22,1,2,184
Julia,1335139200000000,Apr 23,2,14,2620
Julia,1335225600000000,Apr 24,6,9,1720
Julia,1335312000000000,Apr 25,5,10,2004
Julia,1335398400000000,Apr 26,2,4,1020
Julia,1335484800000000,Apr 27,5,7,1608
Julia,1335571200000000,Apr 28,3,8,2968
Julia,1335657600000000,Apr 29,5,5,167292
Julia,1335744000000000,Apr 30,4,10,209299
Julia,1335830400000000,May 01,6,48,3511811
Julia,1335916800000000,May 02,6,26,2646780
Julia,1336003200000000,May 03,6,37,3271601
Julia,1336089600000000,May 04,5,22,1328588
Julia,1336176000000000,May 05,6,26,1627085
Julia,1336262400000000,May 06,2,35,3308216
Julia,1336348800000000,May 07,6,27,1039291
Julia,1336435200000000,May 08,3,40,2283409
Julia,1336521600000000,May 09,3,14,414930
Julia,1336608000000000,May 10,7,22,2241278
Julia,1336694400000000,May 11,4,16,827868
Julia,1336780800000000,May 12,4,14,423206
Julia,1336867200000000,May 13,5,39,3178398
Julia,1336953600000000,May 14,4,19,2273137
Julia,1337040000000000,May 15,5,27,1722884
Julia,1337126400000000,May 16,5,21,1687374
Julia,1337212800000000,May 17,5,25,1480727
Kotlin,1333065600000000,Mar 30,1,2,960
Kotlin,1333152000000000,Mar 31,1,2,264
Kotlin,1333238400000000,Apr 01,1,1,132
Kotlin,1333584000000000,Apr 05,1,9,5228
Kotlin,1333670400000000,Apr 06,1,2,1320
Kotlin,1333843200000000,Apr 08,1,2,1392
Kotlin,1334016000000000,Apr 10,2,7,4628
Kotlin,1334102400000000,Apr 11,2,13,7304
Kotlin,1334188800000000,Apr 12,2,9,15268
Kotlin,1334275200000000,Apr 13,2,21,4428
Kotlin,1334361600000000,Apr 14,1,3,708
Kotlin,1334534400000000,Apr 16,1,1,304
Kotlin,1334620800000000,Apr 17,2,5,1200
Kotlin,1334707200000000,Apr 18,1,1,248
Kotlin,1334793600000000,Apr 19,2,5,1100
Kotlin,1334880000000000,Apr 20,1,2,488
Kotlin,1334966400000000,Apr 21,1,2,1120
Kotlin,1335052800000000,Apr 22,1,2,7792
Kotlin,1335225600000000,Apr 24,1,1,3920
Kotlin,1335312000000000,Apr 25,1,1,3944
Kotlin,1335398400000000,Apr 26,1,1,672
Kotlin,1335830400000000,May 01,1,2,19816
Kotlin,1335916800000000,May 02,1,1,528
Kotlin,1336003200000000,May 03,1,2,240
Kotlin,1336089600000000,May 04,1,1,248
Kotlin,1336176000000000,May 05,2,8,1788
Kotlin,1336348800000000,May 07,2,5,980
Kotlin,1336521600000000,May 09,2,2,464
Kotlin,1336608000000000,May 10,2,2,332
Kotlin,1336694400000000,May 11,2,10,2424
Kotlin,1336780800000000,May 12,3,8,1920
Kotlin,1336953600000000,May 14,2,2,948
Kotlin,1337040000000000,May 15,1,4,800
Kotlin,1337212800000000,May 17,3,11,1916
Logtalk,1332806400000000,Mar 27,1,2,1184
Logtalk,1333411200000000,Apr 03,1,1,888
Logtalk,1333929600000000,Apr 09,1,2,1776
Logtalk,1334016000000000,Apr 10,1,1,972
Logtalk,1334448000000000,Apr 15,1,4,576
Logtalk,1334534400000000,Apr 16,1,2,304
Logtalk,1334880000000000,Apr 20,1,1,256
Logtalk,1335139200000000,Apr 23,1,2,560
Logtalk,1335225600000000,Apr 24,1,2,768
Logtalk,1335398400000000,Apr 26,1,1,160
Logtalk,1335744000000000,Apr 30,1,1,272
Logtalk,1335830400000000,May 01,1,2,512
Logtalk,1336003200000000,May 03,1,1,156
Logtalk,1336089600000000,May 04,1,1,384
Logtalk,1336176000000000,May 05,1,1,264
Logtalk,1336348800000000,May 07,1,1,384
Logtalk,1336608000000000,May 10,1,2,560
Logtalk,1336953600000000,May 14,1,1,168
Logtalk,1337040000000000,May 15,1,2,448
Lua,1331424000000000,Mar 11,64,186,1386794
Lua,1331510400000000,Mar 12,67,198,3881707
Lua,1331596800000000,Mar 13,69,190,1032960
Lua,1331683200000000,Mar 14,73,201,1823389
Lua,1331769600000000,Mar 15,84,206,863215
Lua,1331856000000000,Mar 16,80,204,878686
Lua,1331942400000000,Mar 17,65,251,1172085
Lua,1332028800000000,Mar 18,82,274,1170858
Lua,1332115200000000,Mar 19,75,250,781604
Lua,1332201600000000,Mar 20,71,149,747797
Lua,1332288000000000,Mar 21,80,345,1109514
Lua,1332374400000000,Mar 22,83,276,1077639
Lua,1332460800000000,Mar 23,78,176,543992
Lua,1332547200000000,Mar 24,63,159,900683
Lua,1332633600000000,Mar 25,54,124,1376503
Lua,1332720000000000,Mar 26,66,168,966573
Lua,1332806400000000,Mar 27,76,226,1182436
Lua,1332892800000000,Mar 28,91,242,1499408
Lua,1332979200000000,Mar 29,78,219,1237720
Lua,1333065600000000,Mar 30,78,175,1775948
Lua,1333152000000000,Mar 31,64,173,1268546
Lua,1333238400000000,Apr 01,73,280,1819049
Lua,1333324800000000,Apr 02,78,261,1149171
Lua,1333411200000000,Apr 03,182,278,680219
Lua,1333497600000000,Apr 04,76,181,809222
Lua,1333584000000000,Apr 05,73,182,1155097
Lua,1333670400000000,Apr 06,90,247,1489464
Lua,1333756800000000,Apr 07,79,247,992096
Lua,1333843200000000,Apr 08,62,209,864535
Lua,1333929600000000,Apr 09,90,268,2108264
Lua,1334016000000000,Apr 10,77,210,1626577
Lua,1334102400000000,Apr 11,98,225,1952398
Lua,1334188800000000,Apr 12,80,182,1130175
Lua,1334275200000000,Apr 13,55,170,1312067
Lua,1334361600000000,Apr 14,79,204,535719
Lua,1334448000000000,Apr 15,57,196,1142331
Lua,1334534400000000,Apr 16,83,249,625930
Lua,1334620800000000,Apr 17,78,189,896489
Lua,1334707200000000,Apr 18,98,249,6310332
Lua,1334793600000000,Apr 19,89,216,1454641
Lua,1334880000000000,Apr 20,66,144,625628
Lua,1334966400000000,Apr 21,75,253,1052615
Lua,1335052800000000,Apr 22,95,313,1267142
Lua,1335139200000000,Apr 23,88,279,1232994
Lua,1335225600000000,Apr 24,89,245,2199038
Lua,1335312000000000,Apr 25,85,227,1577896
Lua,1335398400000000,Apr 26,99,242,1038228
Lua,1335484800000000,Apr 27,70,205,714428
Lua,1335571200000000,Apr 28,71,150,612186
Lua,1335657600000000,Apr 29,63,157,619219
Lua,1335744000000000,Apr 30,74,188,1211022
Lua,1335830400000000,May 01,84,200,960213
Lua,1335916800000000,May 02,81,210,731211
Lua,1336003200000000,May 03,90,225,1037081
Lua,1336089600000000,May 04,77,210,638732
Lua,1336176000000000,May 05,59,164,465536
Lua,1336262400000000,May 06,73,155,908518
Lua,1336348800000000,May 07,85,174,1326291
Lua,1336435200000000,May 08,72,171,948489
Lua,1336521600000000,May 09,75,187,844869
Lua,1336608000000000,May 10,75,192,1986378
Lua,1336694400000000,May 11,84,196,730690
Lua,1336780800000000,May 12,79,192,1456370
Lua,1336867200000000,May 13,88,212,953386
Lua,1336953600000000,May 14,73,180,968163
Lua,1337040000000000,May 15,74,162,878547
Lua,1337126400000000,May 16,69,176,13762040
Lua,1337212800000000,May 17,64,125,307969
Lua,1337299200000000,May 18,17,24,460264
Matlab,1331424000000000,Mar 11,26,76,872564
Matlab,1331510400000000,Mar 12,56,192,2510165
Matlab,1331596800000000,Mar 13,43,96,823162
Matlab,1331683200000000,Mar 14,52,141,1819584
Matlab,1331769600000000,Mar 15,46,159,1799321
Matlab,1331856000000000,Mar 16,48,84,2447108
Matlab,1331942400000000,Mar 17,32,54,260412
Matlab,1332028800000000,Mar 18,36,113,1033291
Matlab,1332115200000000,Mar 19,58,122,2766431
Matlab,1332201600000000,Mar 20,66,141,1600502
Matlab,1332288000000000,Mar 21,52,187,2523310
Matlab,1332374400000000,Mar 22,49,133,5635364
Matlab,1332460800000000,Mar 23,47,103,4692316
Matlab,1332547200000000,Mar 24,30,68,315240
Matlab,1332633600000000,Mar 25,30,59,354648
Matlab,1332720000000000,Mar 26,49,116,1033716
Matlab,1332806400000000,Mar 27,63,118,968901
Matlab,1332892800000000,Mar 28,55,106,467977
Matlab,1332979200000000,Mar 29,52,113,941647
Matlab,1333065600000000,Mar 30,40,93,1802260
Matlab,1333152000000000,Mar 31,34,53,2524264
Matlab,1333238400000000,Apr 01,39,89,1059234
Matlab,1333324800000000,Apr 02,50,118,5041452
Matlab,1333411200000000,Apr 03,67,172,2767788
Matlab,1333497600000000,Apr 04,49,148,1628552
Matlab,1333584000000000,Apr 05,54,129,714723
Matlab,1333670400000000,Apr 06,57,150,3178560
Matlab,1333756800000000,Apr 07,30,65,2876532
Matlab,1333843200000000,Apr 08,34,79,2380712
Matlab,1333929600000000,Apr 09,43,107,1469624
Matlab,1334016000000000,Apr 10,54,139,3033856
Matlab,1334102400000000,Apr 11,62,168,5760644
Matlab,1334188800000000,Apr 12,58,152,3745842
Matlab,1334275200000000,Apr 13,59,138,2539038
Matlab,1334361600000000,Apr 14,26,74,641280
Matlab,1334448000000000,Apr 15,33,72,7198867
Matlab,1334534400000000,Apr 16,60,161,2886917
Matlab,1334620800000000,Apr 17,75,174,4960321
Matlab,1334707200000000,Apr 18,74,181,15379556
Matlab,1334793600000000,Apr 19,71,180,8162400
Matlab,1334880000000000,Apr 20,68,199,15804012
Matlab,1334966400000000,Apr 21,39,117,11882124
Matlab,1335052800000000,Apr 22,51,131,3225950
Matlab,1335139200000000,Apr 23,83,214,5554844
Matlab,1335225600000000,Apr 24,65,216,14656211
Matlab,1335312000000000,Apr 25,72,202,10275978
Matlab,1335398400000000,Apr 26,73,171,4853338
Matlab,1335484800000000,Apr 27,61,170,3903408
Matlab,1335571200000000,Apr 28,41,89,930493
Matlab,1335657600000000,Apr 29,42,111,3544924
Matlab,1335744000000000,Apr 30,67,222,3139355
Matlab,1335830400000000,May 01,78,203,6211494
Matlab,1335916800000000,May 02,74,202,4093077
Matlab,1336003200000000,May 03,72,211,2940340
Matlab,1336089600000000,May 04,65,223,5159179
Matlab,1336176000000000,May 05,30,91,397244
Matlab,1336262400000000,May 06,44,133,3169110
Matlab,1336348800000000,May 07,65,222,4321179
Matlab,1336435200000000,May 08,76,278,3870805
Matlab,1336521600000000,May 09,70,233,2163062
Matlab,1336608000000000,May 10,63,225,2124671
Matlab,1336694400000000,May 11,58,189,1416529
Matlab,1336780800000000,May 12,39,92,592444
Matlab,1336867200000000,May 13,43,146,472307
Matlab,1336953600000000,May 14,77,224,5335972
Matlab,1337040000000000,May 15,64,237,2829572
Matlab,1337126400000000,May 16,71,223,6138178
Matlab,1337212800000000,May 17,55,129,3100178
Matlab,1337299200000000,May 18,5,12,77284
Max/MSP,1332288000000000,Mar 21,1,2,24120
Max/MSP,1332374400000000,Mar 22,1,2,21072
Max/MSP,1333065600000000,Mar 30,1,5,52820
Max/MSP,1333411200000000,Apr 03,1,1,10760
Max/MSP,1333584000000000,Apr 05,1,3,32580
Max/MSP,1333756800000000,Apr 07,1,1,10980
Max/MSP,1334188800000000,Apr 12,2,8,85612
Max/MSP,1334448000000000,Apr 15,1,1,10276
Max/MSP,1334534400000000,Apr 16,2,16,1160368
Max/MSP,1334620800000000,Apr 17,1,2,156136
Max/MSP,1334707200000000,Apr 18,1,1,78092
Max/MSP,1334880000000000,Apr 20,1,2,20508
Max/MSP,1334966400000000,Apr 21,1,2,20560
Max/MSP,1335139200000000,Apr 23,1,1,10312
Max/MSP,1335312000000000,Apr 25,1,1,10320
Max/MSP,1335398400000000,Apr 26,1,2,20680
Max/MSP,1335484800000000,Apr 27,1,1,27156
Max/MSP,1335571200000000,Apr 28,1,1,27200
Max/MSP,1335657600000000,Apr 29,2,8,557772
Max/MSP,1335830400000000,May 01,2,3,171084
Max/MSP,1335916800000000,May 02,2,2,38320
Max/MSP,1336089600000000,May 04,1,1,27412
Max/MSP,1336435200000000,May 08,2,2,38420
Max/MSP,1337126400000000,May 16,1,6,2308
Max/MSP,1337212800000000,May 17,1,2,55152
Mirah,1333065600000000,Mar 30,1,1,680
Mirah,1333411200000000,Apr 03,1,7,5336
Mirah,1333584000000000,Apr 05,1,1,940
Mirah,1336780800000000,May 12,1,7,868
Mirah,1336867200000000,May 13,1,7,1536
Mirah,1337126400000000,May 16,1,1,309
Modelica,1331424000000000,Mar 11,2,3,5100
Modelica,1331510400000000,Mar 12,2,3,3496
Modelica,1331596800000000,Mar 13,3,4,1400
Modelica,1331683200000000,Mar 14,2,2,1884
Modelica,1331769600000000,Mar 15,1,1,168
Modelica,1331856000000000,Mar 16,1,1,1716
Modelica,1331942400000000,Mar 17,31,39,378992
Modelica,1332028800000000,Mar 18,32,37,405880
Modelica,1332115200000000,Mar 19,1,3,396
Nemerle,1331424000000000,Mar 11,1,1,36253
Nemerle,1331510400000000,Mar 12,2,5,109063
Nemerle,1331596800000000,Mar 13,1,3,488
Nemerle,1331683200000000,Mar 14,2,6,3184
Nemerle,1331769600000000,Mar 15,3,5,41085
Nemerle,1331856000000000,Mar 16,3,6,37057
Nemerle,1331942400000000,Mar 17,2,5,36837
Nemerle,1332028800000000,Mar 18,1,3,516
Nemerle,1332115200000000,Mar 19,3,12,112107
Nemerle,1332201600000000,Mar 20,6,7,5696
Nemerle,1332288000000000,Mar 21,4,13,5532
Nemerle,1332374400000000,Mar 22,2,12,110051
Nemerle,1332460800000000,Mar 23,1,1,160
Nemerle,1332547200000000,Mar 24,2,3,500
Nemerle,1332633600000000,Mar 25,1,4,720
Nemerle,1332720000000000,Mar 26,1,1,176
Nemerle,1332892800000000,Mar 28,2,4,644
Nemerle,1332979200000000,Mar 29,2,2,364
Nemerle,1333065600000000,Mar 30,2,2,516
Nemerle,1333324800000000,Apr 02,2,8,988
Nemerle,1333497600000000,Apr 04,1,1,280
Nemerle,1333929600000000,Apr 09,3,3,38815
Nemerle,1334016000000000,Apr 10,1,1,36353
Nemerle,1334188800000000,Apr 12,1,1,212
Nemerle,1334361600000000,Apr 14,1,1,164
Nemerle,1334620800000000,Apr 17,1,1,2012
Nemerle,1334707200000000,Apr 18,1,3,3072
Nemerle,1334793600000000,Apr 19,1,1,2164
Nemerle,1334880000000000,Apr 20,2,3,636
Nemerle,1334966400000000,Apr 21,2,5,109224
Nemerle,1335052800000000,Apr 22,2,7,17728
Nemerle,1335225600000000,Apr 24,1,2,4700
Nemerle,1335312000000000,Apr 25,3,3,2784
Nemerle,1335398400000000,Apr 26,1,2,408
Nemerle,1335484800000000,Apr 27,2,2,2672
Nemerle,1335571200000000,Apr 28,1,4,12000
Nemerle,1335657600000000,Apr 29,1,1,3104
Nemerle,1335744000000000,Apr 30,2,6,146475
Nemerle,1335830400000000,May 01,2,7,110315
Nemerle,1335916800000000,May 02,2,2,2844
Nemerle,1336003200000000,May 03,3,3,3044
Nemerle,1336089600000000,May 04,4,6,7528
Nemerle,1336176000000000,May 05,2,3,5896
Nemerle,1336262400000000,May 06,2,4,73136
Nemerle,1336348800000000,May 07,2,2,292
Nemerle,1336435200000000,May 08,2,4,1446
Nemerle,1336521600000000,May 09,2,6,1336
Nemerle,1336608000000000,May 10,5,13,7182
Nemerle,1336694400000000,May 11,2,3,1242
Nemerle,1336780800000000,May 12,2,5,54933
Nemerle,1336867200000000,May 13,1,1,780
Nemerle,1336953600000000,May 14,4,7,38125
Nemerle,1337040000000000,May 15,5,21,131338
Nemerle,1337126400000000,May 16,1,5,19708
Nemerle,1337212800000000,May 17,4,4,884
Nimrod,1331424000000000,Mar 11,1,1,212
Nimrod,1331510400000000,Mar 12,1,1,288
Nimrod,1331683200000000,Mar 14,1,1,320
Nimrod,1331856000000000,Mar 16,1,2,35216
Nimrod,1331942400000000,Mar 17,1,3,11768
Nimrod,1332028800000000,Mar 18,2,2,7967
Nimrod,1332115200000000,Mar 19,2,3,35340
Nimrod,1332288000000000,Mar 21,1,3,10924
Nimrod,1332374400000000,Mar 22,1,6,1380
Nimrod,1332460800000000,Mar 23,1,3,660
Nimrod,1332720000000000,Mar 26,2,4,23109
Nimrod,1332892800000000,Mar 28,1,2,536
Nimrod,1333065600000000,Mar 30,1,3,804
Nimrod,1333152000000000,Mar 31,1,2,708
Nimrod,1333238400000000,Apr 01,1,4,30524
Nimrod,1333497600000000,Apr 04,1,2,748
Nimrod,1333584000000000,Apr 05,2,4,1384
Nimrod,1333670400000000,Apr 06,1,3,19056
Nimrod,1333756800000000,Apr 07,1,4,1664
Nimrod,1333843200000000,Apr 08,1,3,1416
Nimrod,1333929600000000,Apr 09,2,2,7983
Nimrod,1334016000000000,Apr 10,1,1,344
Nimrod,1334102400000000,Apr 11,2,2,736
Nimrod,1334275200000000,Apr 13,1,2,416
Nimrod,1334448000000000,Apr 15,1,4,1152
Nimrod,1334534400000000,Apr 16,1,1,268
Nimrod,1334620800000000,Apr 17,1,1,208
Nimrod,1334707200000000,Apr 18,1,1,208
Nimrod,1334793600000000,Apr 19,1,1,548
Nimrod,1334880000000000,Apr 20,1,2,23148
Nimrod,1334966400000000,Apr 21,1,3,15628
Nimrod,1335312000000000,Apr 25,1,1,220
Nimrod,1335830400000000,May 01,2,3,692
Nimrod,1336003200000000,May 03,2,3,596
Nimrod,1336089600000000,May 04,2,2,260
Nimrod,1336176000000000,May 05,2,3,680
Nimrod,1336262400000000,May 06,2,5,840
Nimrod,1336348800000000,May 07,1,1,232
Nimrod,1336435200000000,May 08,1,1,276
Nimrod,1336521600000000,May 09,2,4,884
Nimrod,1336608000000000,May 10,1,2,472
Nimrod,1336694400000000,May 11,1,1,172
Nimrod,1336780800000000,May 12,1,4,808
Nimrod,1336867200000000,May 13,2,3,752
Nimrod,1337126400000000,May 16,3,4,960
Nimrod,1337212800000000,May 17,2,3,840
Nu,1331596800000000,Mar 13,1,1,104
OCaml,1331424000000000,Mar 11,21,60,90597
OCaml,1331510400000000,Mar 12,34,101,343192
OCaml,1331596800000000,Mar 13,47,89,275063
OCaml,1331683200000000,Mar 14,33,116,143974
OCaml,1331769600000000,Mar 15,44,129,252019
OCaml,1331856000000000,Mar 16,32,118,457867
OCaml,1331942400000000,Mar 17,28,73,226676
OCaml,1332028800000000,Mar 18,25,57,261980
OCaml,1332115200000000,Mar 19,43,112,348636
OCaml,1332201600000000,Mar 20,35,86,268440
OCaml,1332288000000000,Mar 21,41,166,473416
OCaml,1332374400000000,Mar 22,37,109,259090
OCaml,1332460800000000,Mar 23,30,90,75628
OCaml,1332547200000000,Mar 24,21,30,42048
OCaml,1332633600000000,Mar 25,21,33,62720
OCaml,1332720000000000,Mar 26,32,89,80304
OCaml,1332806400000000,Mar 27,29,115,236834
OCaml,1332892800000000,Mar 28,29,107,53544
OCaml,1332979200000000,Mar 29,26,107,54336
OCaml,1333065600000000,Mar 30,26,76,37880
OCaml,1333152000000000,Mar 31,20,38,146356
OCaml,1333238400000000,Apr 01,20,47,166556
OCaml,1333324800000000,Apr 02,34,123,144274
OCaml,1333411200000000,Apr 03,29,64,85504
OCaml,1333497600000000,Apr 04,28,91,252436
OCaml,1333584000000000,Apr 05,25,59,47988
OCaml,1333670400000000,Apr 06,13,33,24468
OCaml,1333756800000000,Apr 07,10,26,29435
OCaml,1333843200000000,Apr 08,16,83,217660
OCaml,1333929600000000,Apr 09,21,42,106500
OCaml,1334016000000000,Apr 10,25,71,95722
OCaml,1334102400000000,Apr 11,21,80,58872
OCaml,1334188800000000,Apr 12,22,66,136456
OCaml,1334275200000000,Apr 13,25,77,181700
OCaml,1334361600000000,Apr 14,19,32,71552
OCaml,1334448000000000,Apr 15,16,51,176838
OCaml,1334534400000000,Apr 16,26,106,199695
OCaml,1334620800000000,Apr 17,29,80,205716
OCaml,1334707200000000,Apr 18,29,108,362145
OCaml,1334793600000000,Apr 19,28,55,174405
OCaml,1334880000000000,Apr 20,25,51,90649
OCaml,1334966400000000,Apr 21,20,46,54308
OCaml,1335052800000000,Apr 22,22,70,41870
OCaml,1335139200000000,Apr 23,30,137,210857
OCaml,1335225600000000,Apr 24,24,64,120376
OCaml,1335312000000000,Apr 25,21,78,269526
OCaml,1335398400000000,Apr 26,25,81,118504
OCaml,1335484800000000,Apr 27,31,81,106773
OCaml,1335571200000000,Apr 28,21,90,105020
OCaml,1335657600000000,Apr 29,22,145,99140
OCaml,1335744000000000,Apr 30,28,100,178049
OCaml,1335830400000000,May 01,33,68,91604
OCaml,1335916800000000,May 02,25,82,273834
OCaml,1336003200000000,May 03,36,121,195537
OCaml,1336089600000000,May 04,30,105,273799
OCaml,1336176000000000,May 05,19,54,170300
OCaml,1336262400000000,May 06,15,49,32028
OCaml,1336348800000000,May 07,23,75,316417
OCaml,1336435200000000,May 08,24,90,367477
OCaml,1336521600000000,May 09,27,115,296105
OCaml,1336608000000000,May 10,25,103,178869
OCaml,1336694400000000,May 11,22,86,233853
OCaml,1336780800000000,May 12,21,74,76344
OCaml,1336867200000000,May 13,19,49,28002
OCaml,1336953600000000,May 14,28,73,128450
OCaml,1337040000000000,May 15,34,134,74560
OCaml,1337126400000000,May 16,30,90,1132896
OCaml,1337212800000000,May 17,31,80,570956
OCaml,1337299200000000,May 18,6,7,4228
Objective-C,1331424000000000,Mar 11,230,520,6457037
Objective-C,1331510400000000,Mar 12,395,1014,12275648
Objective-C,1331596800000000,Mar 13,378,878,10111422
Objective-C,1331683200000000,Mar 14,390,946,6029115
Objective-C,1331769600000000,Mar 15,374,975,11684362
Objective-C,1331856000000000,Mar 16,331,852,8203034
Objective-C,1331942400000000,Mar 17,261,651,4759474
Objective-C,1332028800000000,Mar 18,292,725,4659300
Objective-C,1332115200000000,Mar 19,402,955,4953334
Objective-C,1332201600000000,Mar 20,414,1048,6773774
Objective-C,1332288000000000,Mar 21,392,1379,11896544
Objective-C,1332374400000000,Mar 22,394,1104,6886370
Objective-C,1332460800000000,Mar 23,387,995,6804199
Objective-C,1332547200000000,Mar 24,246,645,3325502
Objective-C,1332633600000000,Mar 25,266,690,6175117
Objective-C,1332720000000000,Mar 26,400,1035,4492931
Objective-C,1332806400000000,Mar 27,405,1064,5908844
Objective-C,1332892800000000,Mar 28,378,990,5192281
Objective-C,1332979200000000,Mar 29,401,1080,8248472
Objective-C,1333065600000000,Mar 30,346,861,6669537
Objective-C,1333152000000000,Mar 31,258,667,3043534
Objective-C,1333238400000000,Apr 01,253,664,5529897
Objective-C,1333324800000000,Apr 02,343,815,6533976
Objective-C,1333411200000000,Apr 03,378,934,5295605
Objective-C,1333497600000000,Apr 04,383,1028,6005145
Objective-C,1333584000000000,Apr 05,357,879,4657424
Objective-C,1333670400000000,Apr 06,306,703,5687166
Objective-C,1333756800000000,Apr 07,245,535,5675805
Objective-C,1333843200000000,Apr 08,284,715,5534468
Objective-C,1333929600000000,Apr 09,357,868,7690343
Objective-C,1334016000000000,Apr 10,410,1030,5541836
Objective-C,1334102400000000,Apr 11,381,965,5211939
Objective-C,1334188800000000,Apr 12,405,999,5389454
Objective-C,1334275200000000,Apr 13,400,966,7158322
Objective-C,1334361600000000,Apr 14,257,538,2052229
Objective-C,1334448000000000,Apr 15,262,607,2598924
Objective-C,1334534400000000,Apr 16,368,887,6450894
Objective-C,1334620800000000,Apr 17,383,892,7247419
Objective-C,1334707200000000,Apr 18,385,889,8930545
Objective-C,1334793600000000,Apr 19,389,897,7897755
Objective-C,1334880000000000,Apr 20,388,909,12104470
Objective-C,1334966400000000,Apr 21,285,656,3953925
Objective-C,1335052800000000,Apr 22,325,805,7218381
Objective-C,1335139200000000,Apr 23,379,922,7817878
Objective-C,1335225600000000,Apr 24,429,1126,8409763
Objective-C,1335312000000000,Apr 25,417,1116,7590101
Objective-C,1335398400000000,Apr 26,414,1027,7072338
Objective-C,1335484800000000,Apr 27,400,1013,6098820
Objective-C,1335571200000000,Apr 28,307,759,3852409
Objective-C,1335657600000000,Apr 29,257,633,2063130
Objective-C,1335744000000000,Apr 30,365,950,7128900
Objective-C,1335830400000000,May 01,392,953,4483782
Objective-C,1335916800000000,May 02,419,969,5863871
Objective-C,1336003200000000,May 03,416,1066,6775288
Objective-C,1336089600000000,May 04,367,950,4311626
Objective-C,1336176000000000,May 05,264,622,5590122
Objective-C,1336262400000000,May 06,275,629,3924541
Objective-C,1336348800000000,May 07,383,891,6129824
Objective-C,1336435200000000,May 08,410,929,7366320
Objective-C,1336521600000000,May 09,393,904,8830378
Objective-C,1336608000000000,May 10,427,943,6067031
Objective-C,1336694400000000,May 11,365,853,5579637
Objective-C,1336780800000000,May 12,288,690,3095160
Objective-C,1336867200000000,May 13,254,545,3651671
Objective-C,1336953600000000,May 14,397,1008,6792005
Objective-C,1337040000000000,May 15,399,894,6298686
Objective-C,1337126400000000,May 16,407,946,6172662
Objective-C,1337212800000000,May 17,377,966,5979531
Objective-C,1337299200000000,May 18,78,131,1085215
Objective-J,1331424000000000,Mar 11,1,3,3256
Objective-J,1331510400000000,Mar 12,8,22,117562
Objective-J,1331596800000000,Mar 13,6,15,24592
Objective-J,1331683200000000,Mar 14,5,21,73144
Objective-J,1331769600000000,Mar 15,4,14,39380
